user_Id,studentNum,name,major,position_Id,password,msg
37,100150037,반영수,언어치료학과,1,123123,메세지없음
38,080150038,심길동,전자공학과,0,123123,메세지없음
39,100040039,연준성,철학과,0,123123,메세지없음
40,070180040,장지희,인문학과,1,123123,메세지없음
41,090140041,주윤성,경영학과,0,123123,메세지없음
42,110110042,유주미,디지털미디어과,0,123123,메세지없음
43,090040043,배미희,불교학과,0,123123,메세지없음
44,110120044,천대중,컴퓨터공학과,1,123123,메세지없음
45,120190045,주민걸,언어치료학과,0,123123,메세지없음
46,080170046,홍근혜,체육학과,1,123123,메세지없음
47,070070047,금윤성,기계공학과,0,123123,메세지없음
48,090190048,한지원,철학과,0,123123,메세지없음
49,110020049,변용수,불교학과,0,123123,메세지없음
50,090120050,강희정,정보통신학과,2,123123,메세지없음
51,120070051,공종선,간호학과,1,123123,메세지없음
52,140060052,진혜란,불교학과,1,123123,메세지없음
53,130140053,서샛별,물리학과,0,123123,메세지없음
54,060090054,최동진,체육학과,1,123123,메세지없음
55,120120055,권민서,철학과,2,123123,메세지없음
56,110050056,주복순,정보통신학과,2,123123,메세지없음
57,150070057,양지희,인문학과,0,123123,메세지없음
58,130150058,육대용,물리학과,1,123123,메세지없음
59,070070059,방민지,시스템응용과,2,123123,메세지없음
60,120050060,함승만,물리학과,1,123123,메세지없음
61,120090061,여영수,시스템응용과,0,123123,메세지없음
62,100050062,여주미,경영학과,1,123123,메세지없음
63,150080063,선윤성,독어독문학과,2,123123,메세지없음
64,110090064,허샛별,경영학과,0,123123,메세지없음
65,140130065,양헌수,불교학과,2,123123,메세지없음
66,060060066,반용수,시스템응용과,1,123123,메세지없음
67,110190067,천동진,경영학과,1,123123,메세지없음
68,110170068,박보람,식품공학과,1,123123,메세지없음
69,090090069,채진영,독어독문학과,1,123123,메세지없음
70,100180070,엄하영,식품공학과,0,123123,메세지없음
71,090080071,마민영,컴퓨터공학과,2,123123,메세지없음
72,090160072,현민영,체육학과,2,123123,메세지없음
73,150010073,인정희,식품공학과,2,123123,메세지없음
74,150020074,우지희,체육학과,0,123123,메세지없음
75,080030075,조달림,항만물류학과,0,123123,메세지없음
76,150110076,반일수,정보통신학과,0,123123,메세지없음
77,150190077,곽민서,시스템응용과,2,123123,메세지없음
78,060110078,서민지,식품공학과,2,123123,메세지없음
79,120140079,연두선,기계공학과,0,123123,메세지없음
80,150040080,민미정,정보통신학과,1,123123,메세지없음
81,070110081,조길동,수학과,2,123123,메세지없음
82,140030082,강두선,항만물류학과,2,123123,메세지없음
83,080050083,연일수,철학과,1,123123,메세지없음
84,090150084,최일수,언어치료학과,1,123123,메세지없음
85,110100085,강대용,체육학과,1,123123,메세지없음
86,140010086,나희정,물리학과,1,123123,메세지없음
87,140010087,양민걸,언어치료학과,2,123123,메세지없음
88,150160088,변미희,식품공학과,0,123123,메세지없음
89,130160089,방일수,시스템응용과,0,123123,메세지없음
90,140140090,백헌수,체육학과,2,123123,메세지없음
91,070100091,위바마,디지털미디어과,1,123123,메세지없음
92,090160092,배사랑,체육학과,1,123123,메세지없음
93,150080093,진길준,인문학과,2,123123,메세지없음
94,090100094,신두환,인문학과,2,123123,메세지없음
95,150160095,박예지,기계공학과,0,123123,메세지없음
96,110100096,장샛별,수학과,2,123123,메세지없음
97,070150097,지복순,정보통신학과,2,123123,메세지없음
98,090080098,변종선,독어독문학과,2,123123,메세지없음
99,0801600099,홍하영,인문학과,0,123123,메세지없음
100,120100100,염수정,불교학과,2,123123,메세지없음
101,110110101,함승만,불교학과,0,123123,메세지없음
102,110110102,신윤성,언어치료학과,0,123123,메세지없음
103,140170103,우사랑,시스템응용과,2,123123,메세지없음
104,120060104,표수정,기계공학과,1,123123,메세지없음
105,090170105,금달림,항만물류학과,2,123123,메세지없음
106,150180106,민두환,물리학과,0,123123,메세지없음
107,130090107,전주미,디지털미디어과,2,123123,메세지없음
108,080170108,황미희,디지털미디어과,2,123123,메세지없음
109,140070109,채희정,경영학과,1,123123,메세지없음
110,110170110,금혜란,독어독문학과,2,123123,메세지없음
111,060010111,윤시영,체육학과,2,123123,메세지없음
112,090070112,여헌철,컴퓨터공학과,1,123123,메세지없음
113,140070113,마보람,경영학과,1,123123,메세지없음
114,130060114,민지희,물리학과,1,123123,메세지없음
115,090030115,성현정,언어치료학과,2,123123,메세지없음
116,100020116,염일수,간호학과,2,123123,메세지없음
117,140060117,황장석,항만물류학과,0,123123,메세지없음
118,080070118,조미희,컴퓨터공학과,0,123123,메세지없음
119,120060119,신장석,독어독문학과,0,123123,메세지없음
120,070030120,주하영,전자공학과,2,123123,메세지없음
121,140110121,송영수,언어치료학과,0,123123,메세지없음
122,150140122,심샛별,식품공학과,1,123123,메세지없음
123,110050123,석두환,철학과,2,123123,메세지없음
124,100190124,하민걸,물리학과,2,123123,메세지없음
125,140070125,배복순,독어독문학과,1,123123,메세지없음
126,150120126,임희정,언어치료학과,2,123123,메세지없음
127,140080127,김윤성,전자공학과,0,123123,메세지없음
128,100110128,인민걸,철학과,0,123123,메세지없음
129,070050129,방희정,정보통신학과,0,123123,메세지없음
130,130110130,유하영,항만물류학과,1,123123,메세지없음
131,110100131,명진영,불교학과,1,123123,메세지없음
132,060190132,임동진,식품공학과,2,123123,메세지없음
133,080180133,방희정,디지털미디어과,0,123123,메세지없음
134,090160134,주길준,시스템응용과,0,123123,메세지없음
135,110110135,인달림,경영학과,1,123123,메세지없음
136,100070136,왕혜란,철학과,1,123123,메세지없음
137,120150137,채정희,철학과,2,123123,메세지없음
138,090140138,임정희,독어독문학과,0,123123,메세지없음
139,080140139,강일수,정보통신학과,1,123123,메세지없음
140,060050140,정길동,식품공학과,2,123123,메세지없음
141,100010141,위민호,인문학과,1,123123,메세지없음
142,080090142,서미정,철학과,1,123123,메세지없음
143,070130143,인미정,독어독문학과,2,123123,메세지없음
144,090170144,금민영,언어치료학과,1,123123,메세지없음
145,140130145,강준성,체육학과,2,123123,메세지없음
146,090180146,조무현,정보통신학과,1,123123,메세지없음
147,150030147,유미희,전자공학과,2,123123,메세지없음
148,130060148,신일수,철학과,0,123123,메세지없음
149,110050149,여장석,컴퓨터공학과,2,123123,메세지없음
150,060090150,왕현정,전자공학과,0,123123,메세지없음
151,150150151,신동진,철학과,2,123123,메세지없음
152,140170152,신근혜,물리학과,1,123123,메세지없음
153,080160153,허시영,호텔경영학과,0,123123,메세지없음
154,060040154,송길동,정보통신학과,1,123123,메세지없음
155,090010155,박용수,항만물류학과,1,123123,메세지없음
156,110180156,문민영,식품공학과,2,123123,메세지없음
157,100190157,방영수,식품공학과,1,123123,메세지없음
158,100070158,정복순,독어독문학과,2,123123,메세지없음
159,120170159, 전복순,철학과,1,123123,메세지없음
160,080080160,박보람,철학과,2,123123,메세지없음
161,070150161,채주미,물리학과,2,123123,메세지없음
162,150110162,금두환,철학과,1,123123,메세지없음
163,090180163,위수정,식품공학과,0,123123,메세지없음
164,090180164,손정희,식품공학과,2,123123,메세지없음
165,130130165,표샛별,불교학과,2,123123,메세지없음
166,140060166,제달림,정보통신학과,1,123123,메세지없음
167,090160167,도민호,항만물류학과,1,123123,메세지없음
168,100180168,전무현,컴퓨터공학과,2,123123,메세지없음
169,150080169,유민지,독어독문학과,2,123123,메세지없음
170,150090170,장용수,수학과,0,123123,메세지없음
171,120190171,신혜란,인문학과,0,123123,메세지없음
172,150030172,인두환,기계공학과,1,123123,메세지없음
173,090160173,백현정,호텔경영학과,1,123123,메세지없음
174,090190174,김복순,기계공학과,2,123123,메세지없음
175,060120175,손민걸,디지털미디어과,0,123123,메세지없음
176,130010176,한지원,언어치료학과,1,123123,메세지없음
177,140030177,방주미,수학과,0,123123,메세지없음
178,080070178,유미란,디지털미디어과,1,123123,메세지없음
179,110160179,선별님,체육학과,2,123123,메세지없음
180,080170180,채용수,호텔경영학과,0,123123,메세지없음
181,070070181,왕일수,디지털미디어과,1,123123,메세지없음
182,140080182,변희정,정보통신학과,2,123123,메세지없음
183,150160183,천용우,수학과,2,123123,메세지없음
184,100030184,홍복순,간호학과,0,123123,메세지없음
185,110190185,명지원,불교학과,1,123123,메세지없음
186,120060186,임시영,불교학과,2,123123,메세지없음
187,100150187,고승만,컴퓨터공학과,2,123123,메세지없음
188,150060188,은민걸,정보통신학과,2,123123,메세지없음
189,150070189,박시영,전자공학과,1,123123,메세지없음
190,090150190,노윤성,언어치료학과,0,123123,메세지없음
191,100080191,성미정,항만물류학과,2,123123,메세지없음
192,130050192,채용수,체육학과,0,123123,메세지없음
193,080190193,은근혜,식품공학과,2,123123,메세지없음
194,070080194,맹민지,체육학과,1,123123,메세지없음
195,100150195,변대용,시스템응용과,0,123123,메세지없음
196,150040196,함주미,정보통신학과,1,123123,메세지없음
197,110150197,방하영,간호학과,0,123123,메세지없음
198,120130198,탁수정,기계공학과,2,123123,메세지없음
199,140160199,심시영,항만물류학과,1,123123,메세지없음
200,070140200,신두환,수학과,0,123123,메세지없음
201,070150201,이길준,물리학과,0,123123,메세지없음
202,140040202,유용우,물리학과,2,123123,메세지없음
203,090040203,허유정,언어치료학과,1,123123,메세지없음
204,060190204,표헌수,불교학과,2,123123,메세지없음
205,090020205,고명박,식품공학과,0,123123,메세지없음
206,090170206,위헌수,시스템응용과,2,123123,메세지없음
207,090060207,여미희,철학과,2,123123,메세지없음
208,070190208,홍지희,간호학과,0,123123,메세지없음
209,130170209,안무현,기계공학과,1,123123,메세지없음
210,140080210,제별님,물리학과,2,123123,메세지없음
211,130150211,주혜란,디지털미디어과,2,123123,메세지없음
212,150140212,설민걸,호텔경영학과,2,123123,메세지없음
213,100180213,민승민,독어독문학과,2,123123,메세지없음
214,100150214,유수정,컴퓨터공학과,2,123123,메세지없음
215,120010215,구대중,간호학과,1,123123,메세지없음
216,130110216,조주미,불교학과,1,123123,메세지없음
217,120160217,설정희,항만물류학과,0,123123,메세지없음
218,080140218,공별님,인문학과,0,123123,메세지없음
219,100150219,김헌철,기계공학과,2,123123,메세지없음
220,100110220,송보람,인문학과,0,123123,메세지없음
221,110110221,주사랑,언어치료학과,2,123123,메세지없음
222,100120222,손바마,물리학과,0,123123,메세지없음
223,120070223,구미정,언어치료학과,0,123123,메세지없음
224,100120224,함별님,정보통신학과,0,123123,메세지없음
225,140020225,함민호,시스템응용과,2,123123,메세지없음
226,150110226,선혜란,디지털미디어과,0,123123,메세지없음
227,110150227,변예지,시스템응용과,2,123123,메세지없음
228,080110228,도길동,전자공학과,0,123123,메세지없음
229,090070229,공두선,언어치료학과,0,123123,메세지없음
230,150040230,유민영,기계공학과,0,123123,메세지없음
231,120090231,손미희,인문학과,1,123123,메세지없음
232,100060232,마진관,수학과,2,123123,메세지없음
233,060170233,금일수,항만물류학과,1,123123,메세지없음
234,090050234,박승민,호텔경영학과,2,123123,메세지없음
235,150160235,추민영,철학과,1,123123,메세지없음
236,070090236,송지희,기계공학과,2,123123,메세지없음
237,100090237,윤샛별,식품공학과,1,123123,메세지없음
238,120040238,임준성,기계공학과,1,123123,메세지없음
239,140020239,변현정,호텔경영학과,1,123123,메세지없음
240,080130240,정종선,인문학과,1,123123,메세지없음
241,130070241,임정희,기계공학과,1,123123,메세지없음
242,110140242,인미희,인문학과,0,123123,메세지없음
243,110120243,유무현,철학과,2,123123,메세지없음
244,070030244,금승민,경영학과,1,123123,메세지없음
245,060160245,반유정,정보통신학과,2,123123,메세지없음
246,090160246,연바마,체육학과,1,123123,메세지없음
247,120190247,소일수,호텔경영학과,2,123123,메세지없음
248,120140248,변두환,컴퓨터공학과,1,123123,메세지없음
249,070110249,정민지,언어치료학과,1,123123,메세지없음
250,130010250,탁정희,언어치료학과,1,123123,메세지없음
251,070140251,손용수,인문학과,1,123123,메세지없음
252,120010252,원유정,컴퓨터공학과,1,123123,메세지없음
253,110080253,지지원,수학과,2,123123,메세지없음
254,090150254,한민지,식품공학과,0,123123,메세지없음
255,100020255,육헌수,전자공학과,1,123123,메세지없음
256,110130256,노명박,수학과,1,123123,메세지없음
257,060160257,이바마,철학과,1,123123,메세지없음
258,140130258,채무현,기계공학과,0,123123,메세지없음
259,130120259,한헌수,경영학과,0,123123,메세지없음
260,130170260,한윤성,체육학과,2,123123,메세지없음
261,140060261,허준성,정보통신학과,1,123123,메세지없음
262,080120262,구용우,항만물류학과,1,123123,메세지없음
263,130050263,양승만,식품공학과,2,123123,메세지없음
264,090130264,신사랑,수학과,0,123123,메세지없음
265,130130265,소바마,불교학과,1,123123,메세지없음
266,100190266,유길동,언어치료학과,1,123123,메세지없음
267,060120267,원두선,간호학과,1,123123,메세지없음
268,100170268,최일수,경영학과,0,123123,메세지없음
269,080080269,곽주미,정보통신학과,0,123123,메세지없음
270,090090270,지복순,전자공학과,0,123123,메세지없음
271,130140271,명지원,간호학과,2,123123,메세지없음
272,060050272,문진관,식품공학과,2,123123,메세지없음
273,130150273,양종선,기계공학과,2,123123,메세지없음
274,060050274,성시영,간호학과,1,123123,메세지없음
275,140100275,유두환,경영학과,0,123123,메세지없음
276,100090276,양영수,독어독문학과,1,123123,메세지없음
277,060170277,육달림,언어치료학과,0,123123,메세지없음
278,070030278,명별님,전자공학과,1,123123,메세지없음
279,150050279,추승만,정보통신학과,0,123123,메세지없음
280,130070280,옥미란,철학과,1,123123,메세지없음
281,080150281,박진관,간호학과,2,123123,메세지없음
282,140110282,문유정,물리학과,0,123123,메세지없음
283,140130283,연용우,수학과,1,123123,메세지없음
284,080050284,기유정,컴퓨터공학과,1,123123,메세지없음
285,090170285,정시영,전자공학과,0,123123,메세지없음
286,150170286,방승민,시스템응용과,1,123123,메세지없음
287,130060287,공일수,호텔경영학과,0,123123,메세지없음
288,060020288,설혜란,간호학과,2,123123,메세지없음
289,080140289,유근혜,언어치료학과,0,123123,메세지없음
290,080170290,함수정,수학과,0,123123,메세지없음
291,080150291,양용우,간호학과,2,123123,메세지없음
292,100090292,진두환,기계공학과,1,123123,메세지없음
293,100190293,남두선,식품공학과,2,123123,메세지없음
294,150140294,공사랑,체육학과,0,123123,메세지없음
295,090180295,조주미,독어독문학과,0,123123,메세지없음
296,070060296,권미희,호텔경영학과,2,123123,메세지없음
297,070180297,공동진,인문학과,0,123123,메세지없음
298,090170298,옥일수,기계공학과,1,123123,메세지없음
299,060160299,문준성,물리학과,1,123123,메세지없음
300,120150300,송헌철,불교학과,0,123123,메세지없음
301,080160301,박정희,물리학과,2,123123,메세지없음
302,140080302,배복순,수학과,0,123123,메세지없음
303,110190303,백동진,인문학과,0,123123,메세지없음
304,100020304,제영수,전자공학과,0,123123,메세지없음
305,100150305,표시영,체육학과,0,123123,메세지없음
306,110010306,진대중,불교학과,1,123123,메세지없음
307,060130307,석일수,전자공학과,0,123123,메세지없음
308,100020308,금용수,식품공학과,1,123123,메세지없음
309,140100309,나명박,수학과,2,123123,메세지없음
310,060170310,곽혜란,인문학과,1,123123,메세지없음
311,140190311,양두환,시스템응용과,0,123123,메세지없음
312,110160312,황두환,철학과,1,123123,메세지없음
313,150020313,염민호,전자공학과,2,123123,메세지없음
314,100150314,금길준,인문학과,0,123123,메세지없음
315,070040315,조용우,시스템응용과,0,123123,메세지없음
316,100170316,추종선,독어독문학과,2,123123,메세지없음
317,090160317,노민호,경영학과,0,123123,메세지없음
318,140040318,원민서,체육학과,2,123123,메세지없음
319,090020319,천주미,수학과,1,123123,메세지없음
320,060060320,추정희,불교학과,1,123123,메세지없음
321,090160321,고윤성,기계공학과,0,123123,메세지없음
322,090190322,유민걸,시스템응용과,0,123123,메세지없음
323,110070323,길일수,경영학과,2,123123,메세지없음
324,110140324,변미정,호텔경영학과,2,123123,메세지없음
325,100110325,정용수,항만물류학과,1,123123,메세지없음
326,080060326,반시영,간호학과,1,123123,메세지없음
327,110070327,유유정,독어독문학과,0,123123,메세지없음
328,120120328,최대용,경영학과,2,123123,메세지없음
329,060120329,옥종선,컴퓨터공학과,0,123123,메세지없음
330,150110330,유정희,수학과,0,123123,메세지없음
331,080070331,송승민,불교학과,2,123123,메세지없음
332,070080332,탁헌수,물리학과,1,123123,메세지없음
333,120140333,김용우,시스템응용과,2,123123,메세지없음
334,080100334,제승만,기계공학과,0,123123,메세지없음
335,080050335,석민호,디지털미디어과,0,123123,메세지없음
336,140190336,박하영,체육학과,0,123123,메세지없음
337,100120337,성명박,식품공학과,1,123123,메세지없음
338,060110338,서준성,언어치료학과,2,123123,메세지없음
339,150010339,현진관,호텔경영학과,1,123123,메세지없음
340,130040340,마샛별,불교학과,2,123123,메세지없음
341,140100341,원복순,디지털미디어과,1,123123,메세지없음
342,080050342,임지원,컴퓨터공학과,2,123123,메세지없음
343,150100343,추사랑,체육학과,1,123123,메세지없음
344,090190344,송길동,체육학과,1,123123,메세지없음
345,070050345,이민영,간호학과,0,123123,메세지없음
346,070010346,한지희,전자공학과,2,123123,메세지없음
347,120150347,고별님,불교학과,1,123123,메세지없음
348,140010348,이용수,물리학과,0,123123,메세지없음
349,150110349,엄헌철,체육학과,1,123123,메세지없음
350,080010350,석민서,물리학과,1,123123,메세지없음
351,140160351,나미정,불교학과,2,123123,메세지없음
352,110010352,문시영,식품공학과,1,123123,메세지없음
353,150030353,황바마,항만물류학과,0,123123,메세지없음
354,150130354,나유정,정보통신학과,0,123123,메세지없음
355,090080355,우복순,인문학과,0,123123,메세지없음
356,150090356,황대용,언어치료학과,0,123123,메세지없음
357,100140357, 전희정,간호학과,0,123123,메세지없음
358,080150358,설현정,전자공학과,0,123123,메세지없음
359,110010359,신헌수,정보통신학과,0,123123,메세지없음
360,080070360,천두환,불교학과,2,123123,메세지없음
361,090140361,명진관,시스템응용과,0,123123,메세지없음
362,140160362,연달림,호텔경영학과,1,123123,메세지없음
363,120040363,우일수,호텔경영학과,2,123123,메세지없음
364,070140364,홍바마,인문학과,1,123123,메세지없음
365,140040365,차동진,호텔경영학과,2,123123,메세지없음
366,120190366,선일수,철학과,2,123123,메세지없음
367,060050367,신영수,언어치료학과,2,123123,메세지없음
368,120070368,탁명박,체육학과,2,123123,메세지없음
369,080130369,여희정,수학과,1,123123,메세지없음
370,060100370, 전미란,기계공학과,0,123123,메세지없음
371,150080371,석길동,철학과,2,123123,메세지없음
372,140160372,염예지,불교학과,2,123123,메세지없음
373,060140373,여지희,간호학과,2,123123,메세지없음
374,080090374,오동진,간호학과,1,123123,메세지없음
375,060100375,권지희,디지털미디어과,1,123123,메세지없음
376,100130376,길복순,물리학과,1,123123,메세지없음
377,140070377,변유정,디지털미디어과,1,123123,메세지없음
378,140140378,양민영,컴퓨터공학과,1,123123,메세지없음
379,110030379,정두환,수학과,1,123123,메세지없음
380,120120380,천근혜,철학과,1,123123,메세지없음
381,130040381,서민호,전자공학과,2,123123,메세지없음
382,150110382,고민호,기계공학과,1,123123,메세지없음
383,140110383,임동진,체육학과,1,123123,메세지없음
384,090050384,노달림,전자공학과,0,123123,메세지없음
385,080090385,추두환,호텔경영학과,2,123123,메세지없음
386,120130386,성샛별,간호학과,2,123123,메세지없음
387,130190387,조샛별,독어독문학과,1,123123,메세지없음
388,100050388,원용수,항만물류학과,1,123123,메세지없음
389,070130389,우두환,항만물류학과,2,123123,메세지없음
390,090110390,방대용,간호학과,1,123123,메세지없음
391,140160391,맹별님,간호학과,1,123123,메세지없음
392,080170392,양두선,경영학과,0,123123,메세지없음
393,130100393,강하영,디지털미디어과,2,123123,메세지없음
394,140170394,소현정,철학과,1,123123,메세지없음
395,090120395,서대중,식품공학과,2,123123,메세지없음
396,100090396,명진관,식품공학과,0,123123,메세지없음
397,090140397,조길동,독어독문학과,0,123123,메세지없음
398,150060398,공대용,언어치료학과,1,123123,메세지없음
399,080070399,차진영,체육학과,0,123123,메세지없음
400,120190400,강동진,수학과,2,123123,메세지없음
401,110040401,차대용,컴퓨터공학과,0,123123,메세지없음
402,110020402,육대용,독어독문학과,0,123123,메세지없음
403,120130403,조민서,항만물류학과,0,123123,메세지없음
404,090070404,황보람,기계공학과,2,123123,메세지없음
405,140100405,왕대용,전자공학과,0,123123,메세지없음
406,120080406,은대용,불교학과,2,123123,메세지없음
407,080080407,양달림,컴퓨터공학과,2,123123,메세지없음
408,060140408,공두선,디지털미디어과,0,123123,메세지없음
409,080100409,양사랑,식품공학과,0,123123,메세지없음
410,060110410,탁윤성,철학과,0,123123,메세지없음
411,120050411,김시영,디지털미디어과,0,123123,메세지없음
412,120070412,신민호,체육학과,0,123123,메세지없음
413,150120413,장유정,불교학과,2,123123,메세지없음
414,130060414,우헌수,언어치료학과,0,123123,메세지없음
415,150040415,홍정희,수학과,1,123123,메세지없음
416,060050416,강준성,식품공학과,0,123123,메세지없음
417,120180417,원미정,컴퓨터공학과,1,123123,메세지없음
418,110130418,소명박,시스템응용과,1,123123,메세지없음
419,090100419,양승민,간호학과,2,123123,메세지없음
420,080120420,유복순,호텔경영학과,0,123123,메세지없음
421,150010421,제종선,철학과,1,123123,메세지없음
422,130020422,주민서,디지털미디어과,2,123123,메세지없음
423,140120423,강보람,인문학과,2,123123,메세지없음
424,100100424,은사랑,체육학과,2,123123,메세지없음
425,150040425,차두환,간호학과,0,123123,메세지없음
426,130090426,길민영,컴퓨터공학과,1,123123,메세지없음
427,070150427,홍복순,간호학과,1,123123,메세지없음
428,090140428,주일수,시스템응용과,1,123123,메세지없음
429,130190429,노영수,정보통신학과,2,123123,메세지없음
430,150140430,채근혜,독어독문학과,2,123123,메세지없음
431,070100431,한샛별,수학과,0,123123,메세지없음
432,140150432,명윤성,디지털미디어과,2,123123,메세지없음
433,100070433,선복순,호텔경영학과,1,123123,메세지없음
434,130150434,옥민지,호텔경영학과,2,123123,메세지없음
435,150160435,신준성,간호학과,1,123123,메세지없음
436,080020436,천바마,체육학과,0,123123,메세지없음
437,090020437,제길준,항만물류학과,2,123123,메세지없음
438,120070438,인샛별,호텔경영학과,1,123123,메세지없음
439,110150439,명민지,디지털미디어과,1,123123,메세지없음
440,150120440,백미희,철학과,1,123123,메세지없음
441,150130441,명별님,물리학과,1,123123,메세지없음
442,140090442,도민지,시스템응용과,1,123123,메세지없음
443,060110443,곽사랑,식품공학과,2,123123,메세지없음
444,130090444,홍승민,정보통신학과,2,123123,메세지없음
445,080100445,전지희,기계공학과,0,123123,메세지없음
446,090160446,신수정,물리학과,0,123123,메세지없음
447,120100447,곽근혜,물리학과,0,123123,메세지없음
448,100130448,신시영,인문학과,2,123123,메세지없음
449,070030449,천시영,경영학과,2,123123,메세지없음
450,080050450,서종선,인문학과,2,123123,메세지없음
451,090030451,공유정,식품공학과,1,123123,메세지없음
452,130040452,강민호,철학과,0,123123,메세지없음
453,060180453,허두선,전자공학과,0,123123,메세지없음
454,100100454,금무현,수학과,2,123123,메세지없음
455,110190455,엄달림,불교학과,1,123123,메세지없음
456,140070456,지현정,식품공학과,2,123123,메세지없음
457,080060457,여주미,물리학과,2,123123,메세지없음
458,130160458,임민영,기계공학과,2,123123,메세지없음
459,140160459,강사랑,불교학과,1,123123,메세지없음
460,080140460,함승만,간호학과,1,123123,메세지없음
461,100060461,문민영,항만물류학과,0,123123,메세지없음
462,140160462,금명박,호텔경영학과,2,123123,메세지없음
463,130050463,지지희,불교학과,1,123123,메세지없음
464,150040464,허현정,호텔경영학과,2,123123,메세지없음
465,130190465,공현정,시스템응용과,2,123123,메세지없음
466,100030466,주주미,간호학과,2,123123,메세지없음
467,060140467,염하영,호텔경영학과,2,123123,메세지없음
468,100180468,최근혜,기계공학과,2,123123,메세지없음
469,080090469,안달림,디지털미디어과,0,123123,메세지없음
470,110160470,인사랑,체육학과,2,123123,메세지없음
471,130130471,연승민,체육학과,1,123123,메세지없음
472,150150472,석주미,디지털미디어과,1,123123,메세지없음
473,090150473,강동진,체육학과,0,123123,메세지없음
474,100170474,황진영,기계공학과,2,123123,메세지없음
475,110160475,인명박,기계공학과,2,123123,메세지없음
476,130180476,조종선,인문학과,0,123123,메세지없음
477,070180477,구대중,호텔경영학과,2,123123,메세지없음
478,130020478,현두선,기계공학과,1,123123,메세지없음
479,130130479,제두선,호텔경영학과,0,123123,메세지없음
480,080090480,도미란,인문학과,2,123123,메세지없음
481,060110481,송길동,인문학과,1,123123,메세지없음
482,130190482,심미란,정보통신학과,0,123123,메세지없음
483,150030483,우진관,컴퓨터공학과,0,123123,메세지없음
484,120100484,남진관,식품공학과,1,123123,메세지없음
485,140130485,선유정,수학과,1,123123,메세지없음
486,080140486,박주미,기계공학과,0,123123,메세지없음
487,130010487,진길동,철학과,2,123123,메세지없음
488,090050488,명유정,철학과,2,123123,메세지없음
489,120170489,임수정,철학과,0,123123,메세지없음
490,090090490,김희정,호텔경영학과,0,123123,메세지없음
491,060120491,천동진,전자공학과,1,123123,메세지없음
492,150020492,왕바마,항만물류학과,2,123123,메세지없음
493,100150493,윤일수,독어독문학과,1,123123,메세지없음
494,080010494,배길준,기계공학과,2,123123,메세지없음
495,060030495,최민걸,시스템응용과,2,123123,메세지없음
496,090140496,변샛별,인문학과,0,123123,메세지없음
497,080030497,유정희,물리학과,2,123123,메세지없음
498,140080498,유종선,정보통신학과,1,123123,메세지없음
499,110070499,유복순,시스템응용과,0,123123,메세지없음
500,070140500,진승민,디지털미디어과,0,123123,메세지없음
501,140050501,한윤성,경영학과,2,123123,메세지없음
502,090180502,진길동,정보통신학과,1,123123,메세지없음
503,100100503,신근혜,정보통신학과,1,123123,메세지없음
504,120150504,표민영,컴퓨터공학과,1,123123,메세지없음
505,150150505,공미정,식품공학과,1,123123,메세지없음
506,150050506,금민호,불교학과,1,123123,메세지없음
507,150050507,왕지희,호텔경영학과,2,123123,메세지없음
508,060110508,서장석,언어치료학과,0,123123,메세지없음
509,070070509,석혜란,기계공학과,2,123123,메세지없음
